ClientMacAddr,avg_speed,mobile
10:02:b5:e3:08:cd,6.144330359067807,0
28:16:ad:17:e3:e6,7.010873564376531,0
a4:c3:f0:a5:f0:c8,6.577559376655416,0
0c:51:01:b6:45:72,3.710379911289676,0
48:45:20:4c:11:89,11.4819834521197,0
5c:5f:67:8b:e1:7e,6.263344296444111,0
6c:c7:ec:9c:93:6b,9.702670677339247,0
c8:b1:cd:0c:49:c1,3.651021710551263,0
11:ff:4e:03:7a:4f,9.73550928838986,0
18:01:9e:8e:6e:41,13.787984262317893,0
30:68:5c:7e:50:e4,13.333753946565766,0
48:a4:72:ae:11:54,5.955326240090808,0
78:26:63:4a:3c:4c,2.5860116032363103,0
ac:7a:4d:10:79:41,0.746860668563175,0
00:0c:e7:09:a4:a0,2.3130567124377164,0
00:0c:e7:bd:9a:03,2.509507783326639,0
5c:5f:67:8b:1d:07,6.613059903541705,0
c4:94:a9:7f:3e:44,1.3858151325960395,0
74:42:8b:ab:1a:3f,3.89917808284527,0
e4:a7:a0:94:db:53,6.862258013972574,0
28:16:ad:17:e3:c8,5.089924587800873,0
58:a0:23:60:c4:30,3.9260301875842285,0
88:66:a5:97:74:10,6.425985914535927,0
98:10:e8:08:65:3d,6.066818472871706,0
98:10:e8:09:dc:be,3.9474404804509855,0
98:10:e8:3a:64:69,6.910735659944797,0
cc:44:63:3f:c4:b6,3.645626968590297,0
d8:5b:2a:26:1c:5f,7.569546652254688,0
10:8e:e0:91:84:a4,0.8250073397236983,0
24:18:1d:fb:ee:ac,0.9596737875975947,0
3c:f7:a4:d6:7f:07,9.455008310954607,0
58:40:4e:67:4e:a2,1.1582626730160241,0
88:66:a5:10:e8:3c,0.0,0
8c:45:00:01:5d:85,15.297965455785446,0
9c:da:3e:79:6a:a4,3.378794688412949,0
d8:8f:76:02:5b:f5,4.0742028914468085,0
00:e1:8c:d6:86:7f,4.664755816012407,0
5c:5f:67:8c:00:64,5.497150859344833,0
cc:c3:ea:fd:a1:19,11.727037713682193,0
60:1d:91:d4:d6:08,0.0,0
80:58:f8:02:a1:f8,0.10529643899789513,0
80:58:f8:0a:e0:00,1.041955856950151,0
80:58:f8:0d:2d:4d,3.690472407321238,0
80:58:f8:13:6a:8a,6.871038616512675,0
80:58:f8:16:8f:65,2.5062591749711016,0
80:58:f8:26:fc:1c,0.723671988772805,0
80:58:f8:63:70:c7,0.0,0
80:58:f8:6f:1f:be,0.7411380550376335,0
80:58:f8:79:f2:c8,1.0026503034772687,0
80:58:f8:84:01:fd,0.0,0
80:58:f8:92:31:51,2.6399153781950755,0
80:58:f8:95:34:0a,0.0,0
80:58:f8:97:c8:30,0.0,0
80:58:f8:a5:0d:e3,0.954542720492303,0
80:58:f8:a5:8e:77,3.879369059327075,0
80:58:f8:b9:21:41,2.0952766723177474,0
80:58:f8:bf:df:ff,0.9199143533640208,0
80:58:f8:cd:a3:c3,0.805191267567168,0
80:58:f8:d4:73:49,0.0,0
80:58:f8:d6:86:25,1.7909045371349193,0
80:58:f8:dd:fd:1d,4.827028122658014,0
80:58:f8:e8:08:28,5.7812184013957,0
80:58:f8:f2:a4:fb,0.39759496243961506,0
80:58:f8:f5:a7:22,1.2456540220772627,0
88:da:1a:2d:04:68,2.6475129733641594,0
ec:9b:f3:f7:7a:27,11.259514296480345,0
24:da:9b:1d:6e:12,5.132923921662556,0
80:58:f8:26:9f:75,8.343697880965275,0
80:58:f8:30:19:94,0.9133888545704091,0
80:58:f8:45:ad:83,1.9038491219136704,0
80:58:f8:91:f9:cf,0.09519227153675852,0
80:58:f8:97:47:e6,1.3335289572681075,0
80:58:f8:99:82:a2,2.580485060837353,0
80:58:f8:a8:91:b1,3.4597071050377703,0
80:58:f8:b2:2b:01,0.0012457425305679088,0
80:58:f8:b7:d7:f7,0.8645536250975129,0
80:58:f8:bc:13:a1,7.927205228554194,0
80:58:f8:c6:9c:bc,3.7604432098164864,0
80:58:f8:c7:e7:99,0.3537736277850782,0
80:58:f8:d1:70:59,0.0,0
80:58:f8:d4:18:93,0.0,0
80:58:f8:d4:bb:5a,0.668057009105263,0
80:58:f8:dd:45:ad,1.1435298431738035,0
80:58:f8:e1:23:c2,16.788921881322608,0
80:58:f8:f1:ed:e9,0.11526848833628363,0
80:58:f8:f2:a2:78,0.0,0
80:58:f8:f4:38:21,8.442928410063304,0
9c:da:3e:7f:8e:15,6.345410712214943,0
b8:63:4d:bd:76:a6,1.8157676099577407,0
80:58:f8:0b:18:01,1.131046504961017,0
80:58:f8:1c:4d:ec,0.7940310312993709,0
80:58:f8:42:2b:b9,0.0,0
80:58:f8:5b:e9:77,2.4649493490111936,0
80:58:f8:6d:e8:9a,0.6584540609384976,0
80:58:f8:70:a1:09,0.0,0
80:58:f8:96:d8:ae,0.0,0
80:58:f8:d6:3e:14,0.00594035721526038,0
80:58:f8:e1:5a:f9,3.607940406393604,0
80:58:f8:f0:ec:e8,0.5139327160258019,0
30:07:4d:22:ad:01,0.0,0
30:07:4d:b4:9e:a1,3.281567296657955,0
30:0a:c5:19:06:62,0.16103184125142359,0
80:58:f8:00:9f:3e,0.28332692463066866,0
80:58:f8:06:ba:59,0.019224953764643473,0
80:58:f8:09:27:c6,0.0,0
80:58:f8:0e:be:94,13.630414834294667,0
80:58:f8:18:a6:a2,0.14040508471854185,0
80:58:f8:24:9d:3c,0.050448361492148125,0
80:58:f8:28:a1:77,0.22816183386410496,0
80:58:f8:3b:22:f8,0.8165041335059006,0
80:58:f8:3d:5d:a1,0.0,0
80:58:f8:45:76:4c,7.851542477175931,0
80:58:f8:5d:22:55,1.9284034636808924,0
80:58:f8:69:52:72,1.1117647059314348,0
80:58:f8:6f:9e:50,0.0,0
80:58:f8:7a:2e:17,5.362683386374124,0
80:58:f8:80:34:9c,0.0,0
80:58:f8:88:6f:0e,0.0,0
80:58:f8:96:a1:40,0.0,0
80:58:f8:97:c8:67,1.7665952001175314,0
80:58:f8:a8:d9:78,0.9367104043184039,0
80:58:f8:ad:5f:7f,1.7119814662694626,0
80:58:f8:b4:1c:bb,1.6628600860138376,0
80:58:f8:c0:28:c7,7.230076204851665,0
80:58:f8:c6:76:4c,1.4736346599174028,0
80:58:f8:d4:4d:23,6.910676342908618,0
80:58:f8:d8:bf:5e,0.0,0
80:58:f8:da:d4:2b,0.0,0
80:58:f8:e5:95:6b,0.024957808117159613,0
80:58:f8:eb:9b:3a,14.159819844572237,0
80:58:f8:f2:34:0a,0.0,0
8c:bf:a6:7c:93:3d,0.3178175728668078,0
80:58:f8:0d:64:bb,9.36485339132327,0
80:58:f8:11:b0:07,0.516797699249223,0
80:58:f8:1b:83:eb,0.21009052179034599,0
80:58:f8:24:fa:a8,0.0,0
80:58:f8:27:7e:7a,0.3160439583751621,0
80:58:f8:3a:7c:52,0.0,0
80:58:f8:41:a9:7f,2.0262923447330525,0
80:58:f8:49:a0:9c,0.6446454054451131,0
80:58:f8:5c:45:2e,5.869614660101869,0
80:58:f8:84:91:b1,0.0,0
80:58:f8:8c:62:a6,0.0,0
80:58:f8:8f:0c:e2,0.0,0
80:58:f8:94:46:66,2.528044005680245,0
80:58:f8:ae:16:6d,0.651019833354199,0
80:58:f8:af:85:a5,1.6373725418202876,0
80:58:f8:c9:7b:9b,6.821181885054417,0
80:58:f8:cf:11:e7,1.80052703190598,0
80:58:f8:d0:84:6d,1.9184635146886042,0
80:58:f8:e7:bd:a6,0.49366323110683413,0
80:58:f8:f7:a7:46,8.311996376810448,0
7c:a1:77:2e:6c:94,4.2353308685510624,0
80:58:f8:0c:9a:cd,0.0,0
80:58:f8:54:bc:13,0.028507855566753858,0
80:58:f8:73:23:8b,0.0,0
80:58:f8:83:37:57,0.0,0
80:58:f8:d2:03:d9,13.045285481101567,0
80:58:f8:fa:88:16,0.0,0
24:9d:3e:48:f3:05,0.0,0
d0:77:14:6e:81:70,0.0,0
68:09:27:99:c5:78,0.2037021956253712,0
6c:27:79:41:fe:f0,2.6907695832014915,0
d0:77:14:ba:b1:26,4.232931072762215,0
08:c5:e1:e3:f7:ee,1.7454914045302519,0
0c:54:15:9a:4b:5b,14.018256168664058,0
80:58:f8:e2:5b:c3,0.9699226007949581,0
f8:63:3f:43:73:0d,13.091357110120299,0
38:80:df:14:c2:98,0.0,0
38:80:df:33:a0:68,0.0,0
38:80:df:3f:9a:65,7.274234335724212,0
38:80:df:48:78:9e,0.0,0
38:80:df:59:a2:00,0.0,0
38:80:df:7c:78:96,4.288787665604416,0
38:80:df:8a:c3:b6,0.25512624828013564,0
38:80:df:a4:7c:51,0.0,0
38:80:df:a9:c7:f8,0.14568065559223625,0
38:80:df:b6:bf:45,0.0,0
80:58:f8:2f:a8:10,0.30922157667160033,0
80:58:f8:e0:48:68,4.166388475848083,0
88:b4:a6:06:17:09,0.0,0
88:b4:a6:2b:34:82,0.0,0
88:b4:a6:33:49:49,5.090944065354532,0
88:b4:a6:71:0a:55,0.0,0
88:b4:a6:81:e0:81,15.709669781085417,0
88:b4:a6:a3:a1:ad,1.0347171206414725,0
88:b4:a6:c4:df:1f,4.11017625794592,0
80:58:f8:d4:18:ca,1.8825893351575131,0
a8:db:03:fa:e4:4d,3.672095472513794,0
e4:02:9b:a0:a5:0a,9.257950192240063,0
30:b4:b8:12:53:89,0.08472587828769038,0
bc:4c:c4:57:b3:94,1.362321300619216,0
94:0c:98:21:6b:6d,0.04201698247108226,0
98:10:e8:07:b6:8f,6.097275483499214,0
ac:7a:4d:11:6e:4d,2.007858473055369,0
d0:77:14:23:59:ab,0.0,0
4c:4e:03:45:08:ae,2.363500647667871,0
90:b9:31:78:af:20,0.0,0
cc:61:e5:11:e0:af,0.0,0
9c:b6:d0:e1:72:9f,0.17319543256049602,0
d0:77:14:e0:8b:77,1.9735279233447962,0
f8:59:71:ab:37:04,0.0,0
1c:91:48:07:19:35,0.31426696654799696,0
d0:77:14:08:88:88,1.212254022213302,0
88:b4:a6:0a:5f:0f,0.0,0
88:b4:a6:13:b2:18,0.0,0
88:b4:a6:16:5a:d5,0.0,0
88:b4:a6:24:d6:51,8.08042443656141,0
88:b4:a6:26:6a:e5,1.330843768964704,0
88:b4:a6:2a:48:8a,0.0,0
88:b4:a6:2e:17:92,4.6525977973374415,0
88:b4:a6:3e:bb:a2,0.0,0
88:b4:a6:41:cf:5d,5.902756204016149,0
88:b4:a6:48:d4:bb,0.0,0
88:b4:a6:4b:0e:be,0.0,0
88:b4:a6:5a:67:3d,0.0,0
